EmployeeID,Age,Gender,Department,JobRole,JobLevel,MonthlyIncome,YearsAtCompany,YearsSinceLastPromotion,OverTime,DistanceFromHome,TrainingTimesLastYear,PerformanceRating,JobSatisfaction,WorkLifeBalance,EnvironmentSatisfaction,EngagementScore,PromotionLast5Years,Attrition
7344,34,Male,Sales,Engineer,2,4323,10,6,No,30,2,3,4,1,1,0.6,1,1
7345,21,Male,R&D,Manager,1,4895,9,8,No,20,6,2,1,4,2,0.03,1,1
7346,44,Male,R&D,Analyst,2,3531,0,6,Yes,18,4,4,4,2,4,0.49,0,1
7347,32,Male,Sales,Engineer,3,13358,4,2,Yes,21,5,3,4,1,4,1.0,1,0
7348,53,Male,Sales,Technician,1,14954,15,9,No,36,4,3,2,3,4,0.45,1,1
7349,53,Female,HR,Manager,1,2781,19,3,No,7,7,3,3,2,3,0.96,0,0
7350,54,Female,Sales,Engineer,3,3425,19,2,Yes,5,0,3,4,4,2,0.98,1,1
7351,57,Female,IT,Manager,2,6928,4,8,Yes,9,6,1,4,2,2,0.65,1,1
7352,22,Female,HR,Sales Executive,5,4551,15,7,No,18,8,3,3,1,4,0.3,0,0
7353,25,Female,HR,Sales Executive,2,13678,2,9,No,1,8,3,2,2,2,0.2,1,1
7354,38,Male,HR,Analyst,4,12515,1,8,No,36,2,3,4,2,1,0.55,1,0
7355,22,Male,IT,HR Specialist,4,14613,16,9,Yes,14,3,4,4,3,3,0.1,0,1
7356,37,Male,HR,Technician,4,9423,0,9,Yes,8,3,4,3,3,4,0.51,0,1
7357,58,Male,HR,Consultant,3,2556,15,1,No,37,7,3,1,3,1,0.66,0,0
7358,28,Female,R&D,HR Specialist,2,10704,1,4,Yes,20,6,3,3,1,4,0.44,1,0
7359,31,Female,Marketing,Consultant,1,13410,19,4,No,31,7,2,3,1,2,0.15,0,1
7360,24,Male,R&D,Consultant,4,8438,6,6,No,7,4,1,2,3,1,0.81,0,0
7361,22,Male,Sales,Consultant,2,8518,10,3,Yes,38,2,2,4,3,4,0.54,0,1
7362,30,Female,Sales,Engineer,1,7786,5,3,No,15,8,1,3,3,3,0.27,0,0
7363,49,Female,Finance,Manager,2,6151,1,7,No,35,8,3,3,1,3,0.02,0,0
7364,23,Female,Marketing,Sales Executive,3,8093,13,0,No,17,9,2,4,3,2,0.54,0,0
7365,24,Male,IT,HR Specialist,4,14307,3,5,No,27,9,2,4,2,2,0.77,0,1
7366,20,Male,R&D,Consultant,5,13733,18,8,Yes,21,1,2,3,1,1,0.36,1,0
7367,46,Female,Sales,Sales Executive,4,4899,1,1,Yes,26,7,4,1,4,1,0.66,1,1
7368,47,Female,IT,Consultant,4,8734,1,4,No,5,2,2,1,3,2,0.8,0,0
7369,48,Male,HR,Technician,3,7016,12,9,No,33,8,3,4,4,2,0.47,1,0
7370,37,Male,IT,Engineer,1,8509,12,9,Yes,5,1,4,2,4,2,0.27,0,1
7371,31,Male,R&D,Technician,4,14288,2,8,Yes,28,8,4,4,3,3,0.41,0,1
7372,32,Male,Marketing,Technician,1,4960,5,3,No,21,1,4,1,3,2,0.76,1,0
7373,21,Female,Finance,Engineer,1,6943,16,8,No,8,6,3,3,1,3,0.22,0,0
7374,56,Female,R&D,Manager,3,11444,0,7,No,2,6,3,2,1,1,0.26,1,0
7375,35,Female,Marketing,Technician,4,10916,6,8,Yes,37,7,2,4,2,2,0.36,0,0
7376,43,Male,Sales,HR Specialist,3,3306,6,1,Yes,14,3,1,3,4,2,0.63,0,1
7377,54,Male,Sales,Consultant,3,2759,12,9,Yes,34,3,4,1,1,4,0.24,0,1
7378,41,Male,IT,Engineer,5,7238,8,4,Yes,37,7,4,3,4,3,0.5,0,0
7379,55,Female,R&D,Engineer,3,2226,17,9,Yes,21,5,3,2,1,2,0.64,0,1
7380,30,Female,Sales,Consultant,5,6797,0,8,Yes,27,5,3,4,3,2,0.52,0,0
7381,48,Female,HR,Sales Executive,1,10499,10,4,Yes,18,9,4,1,2,4,0.01,0,0
7382,54,Male,HR,Analyst,1,5378,10,3,Yes,5,4,2,1,2,3,0.5,0,0
7383,34,Male,Finance,Technician,2,13201,9,7,Yes,34,9,4,2,2,1,0.36,0,0
7384,50,Female,IT,HR Specialist,2,8712,16,5,Yes,18,2,3,4,3,3,0.05,0,0
7385,35,Male,Sales,Manager,1,11709,16,1,No,35,1,3,2,1,3,0.92,0,1
7386,29,Female,Finance,Technician,4,11723,11,7,Yes,26,7,3,4,4,4,0.65,0,1
7387,51,Female,HR,Consultant,2,12036,9,4,Yes,29,0,3,2,4,1,0.91,0,1
7388,21,Female,Finance,Manager,3,7208,11,6,No,28,0,2,3,2,4,0.31,1,0
7389,43,Female,Finance,Sales Executive,2,9442,5,3,No,6,4,4,4,4,2,0.92,1,0
7390,42,Male,Sales,Technician,1,12860,5,8,No,26,4,1,1,2,4,0.44,0,0
7391,21,Male,Sales,Manager,4,6748,5,1,Yes,18,1,3,3,2,4,0.32,1,0
7392,57,Male,Sales,Technician,1,10988,19,9,Yes,30,9,1,3,2,1,0.84,0,0
7393,50,Male,IT,Engineer,4,14767,7,8,Yes,33,6,3,3,3,4,0.04,0,1
7394,59,Male,Finance,Technician,2,9045,4,3,No,32,0,1,1,1,2,0.73,1,1
7395,45,Male,Finance,HR Specialist,3,9624,5,5,No,26,3,1,4,2,2,0.86,0,0
7396,48,Female,IT,Technician,3,3779,1,4,Yes,22,3,3,2,1,2,0.87,0,1
7397,22,Male,HR,Manager,1,9063,16,2,No,34,1,3,1,1,1,0.03,0,0
7398,33,Male,R&D,HR Specialist,4,2585,7,6,Yes,12,2,3,3,3,2,0.88,0,0
7399,44,Male,HR,Manager,2,3378,8,3,No,22,1,4,2,4,2,0.72,0,1
7400,20,Female,IT,Consultant,4,14549,7,0,No,21,5,4,1,3,2,0.85,0,0
7401,22,Male,Finance,Consultant,4,7707,10,7,Yes,24,1,3,2,2,4,0.67,0,0
7402,45,Female,Finance,Analyst,4,7442,9,2,Yes,25,6,3,3,2,3,0.75,0,1
7403,37,Male,Sales,Analyst,2,14982,16,5,Yes,2,5,4,2,2,4,0.62,0,0
7404,28,Male,Sales,HR Specialist,4,8929,19,1,No,1,9,4,3,4,1,0.47,0,0
7405,57,Male,Finance,Consultant,3,8420,12,8,Yes,10,1,2,2,3,4,0.93,0,1
7406,42,Female,Finance,Analyst,1,14002,8,3,Yes,34,2,1,3,3,3,0.11,0,0
7407,40,Female,Marketing,Analyst,5,6031,14,6,No,5,7,3,2,1,4,0.06,0,1
7408,20,Male,Sales,Engineer,4,12916,12,8,No,17,0,4,1,4,2,0.67,1,0
7409,40,Male,Sales,Manager,3,9442,12,2,Yes,1,8,3,3,1,3,0.67,0,1
7410,46,Male,HR,Analyst,3,8360,12,2,No,14,1,3,4,1,3,0.84,1,0
7411,25,Female,Finance,HR Specialist,1,3847,3,2,Yes,21,7,4,2,3,4,0.65,0,1
7412,55,Female,Finance,Engineer,1,12429,9,4,Yes,6,7,2,4,3,4,0.09,1,0
7413,47,Male,IT,Consultant,5,3041,14,9,No,11,7,3,4,3,4,0.88,0,1
7414,36,Female,HR,Analyst,5,6839,9,5,No,39,3,3,4,4,2,0.1,0,1
7415,59,Female,R&D,Technician,5,13677,7,2,Yes,20,1,2,1,3,2,0.45,1,1
7416,22,Female,R&D,Consultant,2,9351,9,9,No,20,1,3,2,3,3,0.63,0,1
7417,31,Female,R&D,HR Specialist,2,9785,16,8,Yes,21,6,3,4,2,3,0.63,1,0
7418,58,Male,Marketing,Manager,3,2242,4,0,No,24,0,1,1,1,2,0.45,0,1
7419,31,Male,Sales,Consultant,1,7545,12,6,No,26,1,1,2,2,3,0.33,1,0
7420,21,Female,R&D,Technician,4,4100,18,8,Yes,3,2,3,4,4,2,0.3,1,0
7421,41,Female,IT,Consultant,1,11441,11,4,Yes,38,6,4,1,1,1,0.97,1,1
7422,42,Female,Sales,Analyst,2,3737,11,2,Yes,38,7,2,1,2,1,0.34,0,1
7423,49,Male,Sales,HR Specialist,3,13861,1,9,No,28,3,2,2,2,3,0.58,1,1
7424,24,Male,R&D,Technician,4,12110,8,3,No,10,3,1,2,3,1,0.58,0,0
7425,28,Female,Sales,HR Specialist,5,14606,1,7,Yes,24,9,3,1,3,1,0.57,1,1
7426,40,Female,HR,Sales Executive,5,4754,0,2,No,7,0,3,3,3,4,0.62,0,0
7427,30,Female,HR,Consultant,2,3392,13,4,Yes,23,0,4,1,2,4,0.26,0,1
7428,24,Female,R&D,Technician,3,10439,12,2,Yes,23,6,4,2,2,2,0.34,0,1
7429,54,Male,IT,HR Specialist,1,9735,2,5,Yes,24,8,3,1,3,2,0.07,1,1
7430,46,Male,Sales,Technician,2,14464,19,0,No,31,1,3,1,4,2,0.57,0,0
7431,21,Male,Finance,Sales Executive,1,9643,4,6,Yes,22,8,3,3,4,3,0.24,0,0
7432,43,Male,R&D,Manager,4,11877,1,5,No,27,6,3,3,3,1,0.17,0,0
7433,50,Male,Marketing,Manager,1,12123,17,5,Yes,38,7,4,2,2,2,0.83,1,1
7434,52,Male,Sales,Consultant,4,6016,8,2,Yes,5,4,2,3,2,3,0.58,0,1
7435,58,Female,R&D,Engineer,3,14300,11,0,Yes,18,0,2,4,3,2,0.56,0,0
7436,49,Female,R&D,Technician,2,5432,4,0,No,8,7,4,1,1,3,0.16,0,0
7437,56,Male,IT,Sales Executive,1,14576,17,6,No,35,9,3,2,1,2,0.44,0,0
7438,47,Male,Finance,HR Specialist,3,6526,1,3,No,17,2,3,2,1,1,0.56,0,0
7439,50,Male,Sales,Engineer,3,9784,9,5,No,12,4,4,2,4,4,0.44,0,0
7440,30,Female,R&D,Technician,1,14176,9,3,No,39,6,3,3,4,1,0.53,0,0
7441,42,Female,R&D,Engineer,5,14014,2,7,No,22,6,1,1,2,4,0.01,0,0
7442,21,Female,Sales,Technician,5,4081,13,8,No,6,6,3,3,1,4,0.2,0,0
7443,59,Female,R&D,Consultant,4,11539,4,1,No,30,1,3,1,4,1,0.22,1,1
7444,46,Male,R&D,Consultant,3,7575,12,0,Yes,2,1,4,2,1,4,0.38,0,1
7445,54,Female,R&D,Manager,2,7344,16,0,No,5,2,4,2,3,1,0.94,1,0
7446,21,Male,HR,HR Specialist,2,6736,5,6,Yes,2,5,3,1,3,4,0.54,0,0
7447,58,Female,HR,Sales Executive,3,2132,12,1,No,35,9,1,2,1,1,0.26,0,1
7448,56,Female,Finance,Consultant,5,13815,11,2,No,5,1,3,4,1,2,0.72,0,0
7449,40,Female,IT,Manager,3,3854,2,3,No,31,6,4,1,3,4,0.22,0,1
7450,24,Female,Sales,Engineer,4,13136,15,8,Yes,17,8,2,3,1,3,0.16,0,1
7451,40,Male,IT,Analyst,3,8050,4,9,Yes,27,8,3,1,4,2,0.3,1,0
7452,48,Male,IT,Consultant,1,7077,1,1,No,31,1,2,4,3,2,0.29,1,0
7453,39,Male,HR,Engineer,5,7340,10,9,Yes,10,7,4,4,3,1,0.42,0,1
7454,57,Male,Finance,Analyst,1,10592,3,1,No,12,7,4,4,2,4,0.71,0,1
7455,39,Male,IT,Technician,1,2605,0,0,Yes,18,7,3,3,3,4,0.58,0,1
7456,44,Male,IT,Manager,3,14898,12,7,No,13,1,3,2,3,3,0.49,0,1
7457,21,Male,R&D,Technician,3,2131,17,7,Yes,8,2,3,4,2,1,0.95,0,1
7458,51,Female,Sales,Sales Executive,2,14680,15,4,Yes,35,3,4,2,2,1,0.03,1,0
7459,45,Male,Finance,HR Specialist,1,9071,1,2,Yes,4,5,4,1,2,1,0.4,0,1
7460,25,Female,Sales,Consultant,3,14868,8,0,Yes,7,1,3,1,2,4,0.68,0,1
7461,22,Male,HR,Analyst,2,8157,11,1,Yes,21,4,2,1,2,2,0.32,1,1
7462,52,Female,IT,Consultant,1,8578,4,8,No,15,8,3,2,1,2,0.48,1,0
7463,20,Male,IT,HR Specialist,2,8613,4,7,No,34,5,3,1,2,3,0.03,0,0
7464,24,Female,Marketing,Technician,5,6506,12,9,No,22,7,3,1,3,2,0.2,0,1
7465,32,Male,Sales,Manager,4,14632,15,3,No,1,1,4,3,3,1,0.08,1,0
7466,38,Male,HR,Manager,1,2803,18,2,Yes,6,3,3,2,2,3,0.97,1,1
7467,31,Male,Marketing,Technician,3,13459,8,4,Yes,1,5,3,1,1,3,0.74,0,1
7468,44,Male,Marketing,Technician,5,7192,15,7,Yes,19,3,4,4,1,3,0.65,0,0
7469,54,Female,R&D,Manager,2,6289,18,9,No,27,8,3,3,3,1,0.0,0,0
7470,31,Male,Marketing,Sales Executive,4,5633,3,5,Yes,10,1,3,1,3,1,0.47,1,1
7471,49,Male,Marketing,Analyst,1,4676,14,9,Yes,14,6,1,2,3,3,0.71,0,1
7472,24,Female,R&D,HR Specialist,4,3215,8,3,No,34,8,1,1,1,3,0.61,1,1
7473,53,Male,IT,Engineer,5,4477,15,7,No,32,1,3,1,1,4,0.51,1,1
7474,41,Female,IT,Consultant,4,4264,5,3,Yes,3,5,1,2,1,2,0.83,1,1
7475,58,Female,Finance,Technician,1,9790,7,4,Yes,16,1,2,3,1,1,0.34,0,1
7476,32,Male,Marketing,Technician,5,2969,0,1,No,39,4,3,2,4,2,0.84,0,0
7477,22,Male,Sales,Consultant,2,8628,13,9,No,33,7,3,3,4,4,0.39,0,1
7478,39,Female,IT,Manager,1,2600,3,3,No,5,2,3,4,4,1,0.58,0,0
7479,50,Male,HR,HR Specialist,4,6455,9,9,Yes,35,4,4,4,1,1,0.52,0,0
7480,24,Female,Sales,HR Specialist,1,7941,15,9,No,17,2,3,2,2,3,0.41,1,1
7481,43,Male,Finance,Sales Executive,5,11524,3,2,Yes,23,2,3,4,2,1,0.27,0,0
7482,59,Male,Marketing,Analyst,4,4716,1,7,Yes,26,0,3,1,4,3,0.45,0,1
7483,52,Female,R&D,Sales Executive,2,14708,1,7,No,7,1,3,4,4,3,0.12,0,1
7484,27,Male,Finance,Sales Executive,3,2781,12,6,No,7,6,3,2,1,2,0.34,1,1
7485,43,Male,Sales,HR Specialist,2,14000,10,5,Yes,15,3,4,2,4,3,0.58,1,0
7486,39,Male,R&D,Analyst,1,3434,9,8,No,30,0,3,2,1,4,0.06,1,1
7487,35,Female,HR,Analyst,3,6338,5,3,Yes,20,3,4,2,1,3,0.74,0,1
7488,31,Male,R&D,Analyst,5,11208,6,3,Yes,3,8,3,3,1,2,0.57,1,0
7489,32,Female,R&D,Consultant,4,12411,14,5,No,22,7,4,3,1,4,0.97,0,0
7490,58,Male,HR,Manager,4,4702,19,0,No,7,5,1,2,4,1,0.09,1,0
7491,44,Female,IT,Analyst,5,14098,18,1,Yes,31,5,2,4,2,1,0.23,1,0
7492,51,Male,IT,HR Specialist,1,13008,2,1,Yes,3,1,1,3,2,4,0.54,0,1
7493,43,Male,R&D,Consultant,2,5991,13,9,Yes,17,4,3,2,4,1,0.49,1,0
7494,28,Female,R&D,Manager,3,10651,1,3,Yes,22,8,3,1,1,3,0.5,0,1
7495,59,Male,Finance,Engineer,5,9532,15,4,No,37,7,3,2,4,1,0.34,0,0
7496,42,Female,IT,Technician,1,9245,16,1,Yes,3,3,2,4,4,2,0.87,0,0
7497,32,Male,HR,Sales Executive,1,5640,14,7,No,30,6,2,2,4,1,0.05,0,1
7498,51,Female,Marketing,Analyst,3,2531,12,4,No,24,8,4,2,2,4,0.87,1,0
7499,34,Male,Marketing,Engineer,5,3977,11,7,Yes,33,4,1,1,4,4,0.78,0,1
7500,55,Female,R&D,Analyst,2,13469,6,8,Yes,10,1,4,1,3,4,0.79,1,1
7501,24,Male,R&D,Sales Executive,2,5764,19,8,No,7,1,3,1,2,4,0.91,1,1
7502,41,Female,Marketing,HR Specialist,5,2290,19,3,No,16,7,4,3,3,4,0.57,1,0
7503,35,Female,Finance,HR Specialist,4,8077,2,9,Yes,32,7,2,4,3,4,0.87,1,0
7504,29,Male,Finance,Sales Executive,2,9868,8,1,Yes,2,7,3,1,1,4,0.41,1,1
7505,43,Female,Finance,Engineer,4,5575,2,1,Yes,8,4,3,1,3,4,0.68,0,1
7506,37,Female,Sales,Manager,5,14946,15,4,No,15,1,3,1,1,3,0.3,0,1
7507,37,Male,HR,Technician,1,6649,19,9,No,3,9,3,1,4,2,0.81,0,1
7508,26,Male,Sales,Technician,5,12667,2,3,Yes,20,7,3,4,2,2,0.03,0,0
7509,23,Male,R&D,Technician,1,8614,7,5,No,34,3,3,3,2,4,0.85,0,0
7510,45,Male,Finance,Manager,5,2512,7,8,No,4,8,4,4,4,3,0.12,0,1
7511,24,Male,Finance,Analyst,4,3639,14,6,Yes,23,9,1,3,4,3,0.16,0,1
7512,35,Male,Marketing,Sales Executive,4,10446,4,3,No,8,5,2,4,3,1,0.76,0,0
7513,54,Female,Marketing,Sales Executive,5,6816,12,6,No,10,9,3,3,2,4,0.24,1,0
7514,45,Female,Finance,Manager,1,7849,14,1,Yes,38,6,4,4,2,3,0.49,0,0
7515,37,Female,IT,Engineer,5,4637,6,4,Yes,5,2,3,4,4,3,0.5,1,1
7516,48,Male,Marketing,Technician,1,3965,11,8,Yes,10,1,3,1,4,4,0.38,0,1
7517,42,Male,HR,Consultant,4,2050,2,8,No,26,1,2,4,1,4,0.93,0,0
7518,33,Female,Sales,Sales Executive,3,2799,7,3,No,16,2,4,4,3,2,0.56,0,0
7519,34,Female,HR,HR Specialist,2,10291,9,7,No,23,6,1,4,3,1,0.72,0,0
7520,52,Male,Marketing,HR Specialist,4,11939,1,4,Yes,17,7,2,3,1,1,0.89,0,1
7521,44,Female,Finance,Consultant,5,12703,7,2,Yes,28,3,1,4,3,2,0.61,1,0
7522,40,Male,R&D,Sales Executive,5,8642,17,5,No,18,2,1,2,3,2,0.69,0,0
7523,36,Male,IT,Technician,1,2236,11,3,No,11,6,4,3,2,2,0.44,0,1
7524,42,Female,Marketing,Technician,2,2471,17,2,No,34,2,2,4,1,1,1.0,1,0
7525,36,Male,HR,Technician,4,4204,18,3,No,15,7,2,3,4,3,0.78,0,0
7526,33,Male,R&D,Engineer,2,9181,4,0,Yes,1,3,2,3,3,4,0.97,0,1
7527,48,Male,Marketing,HR Specialist,2,8259,15,9,Yes,33,7,4,1,4,4,0.13,0,0
7528,39,Male,Finance,Engineer,4,10330,16,7,Yes,9,1,3,4,1,1,0.02,0,1
7529,49,Female,Finance,Manager,1,13054,8,8,No,17,7,3,1,3,1,0.52,1,1
7530,38,Male,Finance,Analyst,1,3383,9,5,Yes,15,7,4,3,3,4,0.73,1,0
7531,58,Male,Finance,Technician,1,13287,18,4,Yes,4,9,3,1,1,4,0.83,0,1
7532,32,Female,Marketing,Manager,3,6501,11,8,No,37,2,2,2,1,1,0.85,1,0
7533,37,Male,IT,Analyst,2,3712,0,3,No,6,1,1,2,1,3,0.29,1,1
7534,42,Male,IT,Consultant,3,11142,16,0,No,6,6,3,3,1,2,0.76,0,0
7535,52,Female,HR,HR Specialist,1,8710,2,6,Yes,19,8,3,4,1,2,0.16,0,1
7536,58,Female,Marketing,Analyst,4,5796,6,0,Yes,23,9,4,2,2,4,0.52,0,1
7537,59,Male,Finance,Analyst,2,4373,19,8,Yes,30,0,3,4,1,3,0.24,0,0
7538,37,Male,IT,Sales Executive,4,11549,8,3,Yes,1,4,4,3,3,1,0.23,0,0
7539,28,Female,Marketing,Analyst,5,6424,4,2,No,9,2,3,2,3,1,0.3,1,0
7540,52,Male,R&D,Sales Executive,2,7419,8,3,No,22,8,3,4,4,3,0.31,0,0
7541,51,Male,IT,Analyst,4,3699,18,0,Yes,1,7,3,3,4,1,0.33,0,0
7542,36,Male,IT,Sales Executive,1,12328,10,5,Yes,36,8,3,1,3,1,0.91,1,0
7543,38,Female,HR,HR Specialist,3,6110,13,6,No,25,8,4,1,2,4,0.69,0,1
7544,46,Male,IT,HR Specialist,4,5372,13,6,Yes,16,9,4,1,4,2,0.0,0,1
7545,25,Female,R&D,Analyst,5,10825,7,4,Yes,26,2,4,3,4,2,0.4,0,0
7546,54,Female,Finance,Consultant,1,12075,19,9,No,28,6,2,3,1,4,0.17,0,0
7547,56,Female,Sales,Consultant,5,7581,0,9,Yes,5,4,3,2,2,4,0.72,0,0
7548,53,Female,HR,Engineer,3,12508,3,4,Yes,22,5,3,1,4,4,0.98,0,1
7549,39,Male,R&D,Consultant,5,11320,15,5,No,14,7,1,1,2,4,0.5,0,1
7550,44,Female,HR,HR Specialist,4,4386,0,9,Yes,9,9,1,3,3,4,0.98,0,1
7551,23,Male,Marketing,Manager,4,10583,18,7,Yes,14,7,3,3,3,2,0.28,0,1
7552,29,Female,Finance,Consultant,1,2168,2,8,Yes,16,6,3,2,3,1,0.58,0,1
7553,29,Female,IT,Manager,3,13280,1,5,No,30,0,3,3,3,2,0.55,1,1
7554,43,Male,Marketing,Sales Executive,3,12244,16,2,Yes,32,0,2,2,3,2,0.8,0,1
7555,40,Female,IT,Engineer,2,5965,10,5,Yes,6,5,3,2,2,3,0.26,0,1
7556,30,Female,R&D,Technician,2,5208,2,3,Yes,17,8,2,1,1,1,0.26,0,0
7557,46,Male,Finance,Sales Executive,4,14906,6,3,Yes,1,7,1,1,3,4,0.35,0,0
7558,35,Female,Sales,Analyst,5,11377,9,6,Yes,18,0,1,3,1,3,0.58,1,1
7559,45,Female,Sales,Consultant,5,10172,2,5,Yes,11,7,3,4,2,1,0.14,1,0
7560,49,Female,IT,HR Specialist,1,4727,7,7,Yes,11,4,3,2,3,3,0.95,0,1
7561,35,Male,Marketing,Engineer,3,5509,4,7,No,28,1,3,2,1,4,0.46,0,0
7562,26,Female,Finance,Sales Executive,4,9549,9,2,Yes,12,6,2,2,4,3,0.5,0,0
7563,35,Male,Finance,Sales Executive,5,6477,11,3,Yes,34,1,2,2,4,3,0.41,0,1
7564,54,Male,R&D,Manager,2,14769,17,1,No,16,3,3,4,1,2,0.39,0,0
7565,35,Male,Marketing,Analyst,4,13618,5,0,No,10,3,4,1,3,4,0.46,0,1
7566,59,Female,Sales,Sales Executive,1,6720,7,6,Yes,39,4,3,3,2,4,0.24,1,1
7567,31,Female,R&D,Manager,4,3713,17,7,No,8,5,2,2,3,2,0.15,1,0
7568,54,Female,HR,Engineer,5,8619,5,7,Yes,26,1,4,4,4,2,0.44,0,1
7569,40,Female,Finance,Sales Executive,1,4512,8,5,Yes,14,7,3,3,2,1,0.68,0,1
7570,55,Male,Sales,Technician,2,13453,15,6,No,9,8,3,3,2,4,0.36,0,1
7571,36,Male,R&D,Technician,2,6589,10,7,No,19,2,2,1,2,3,0.11,0,1
7572,51,Female,IT,Manager,5,8678,1,3,Yes,34,6,4,3,1,3,0.52,0,0
7573,25,Female,HR,Technician,1,4678,16,7,No,38,3,1,1,3,1,0.52,0,0
7574,43,Male,R&D,Analyst,2,2281,12,5,No,29,9,2,2,1,4,0.17,1,1
7575,46,Female,IT,HR Specialist,1,6926,6,6,No,29,3,3,4,2,1,0.34,0,1
7576,39,Female,Sales,Technician,4,2429,9,9,No,28,0,3,4,1,2,0.79,0,0
7577,44,Female,Sales,Engineer,3,12820,12,6,No,24,4,3,3,1,3,0.03,0,1
7578,21,Female,HR,Sales Executive,3,14540,9,7,No,28,5,2,2,2,3,0.1,1,0
7579,28,Female,IT,Manager,3,6658,3,4,No,12,4,3,2,2,2,0.7,0,1
7580,47,Female,Finance,Sales Executive,2,7162,10,1,Yes,19,5,3,1,1,2,0.57,0,1
7581,57,Male,Sales,HR Specialist,5,10105,8,7,Yes,6,2,3,4,4,2,0.58,0,1
7582,22,Male,Marketing,Sales Executive,3,5212,15,0,Yes,2,1,4,1,2,1,0.46,0,1
7583,39,Male,Finance,Sales Executive,5,6632,16,1,No,39,4,3,2,4,3,0.09,0,0
7584,25,Male,Finance,Manager,3,13137,4,4,Yes,31,5,3,2,2,1,0.05,0,0
7585,58,Female,R&D,HR Specialist,4,12509,4,3,Yes,37,9,3,4,2,3,0.32,1,0
7586,52,Female,R&D,Engineer,3,14176,5,1,Yes,29,5,3,3,3,2,0.06,1,0
7587,20,Male,Sales,Manager,5,13624,1,3,No,12,4,3,4,4,1,0.57,0,1
7588,56,Male,Finance,Consultant,2,4663,13,6,No,33,1,3,2,1,3,0.68,0,0
7589,25,Male,R&D,HR Specialist,4,11127,10,4,No,25,0,3,3,1,3,0.62,0,0
7590,53,Male,IT,HR Specialist,5,12534,18,3,No,18,9,2,2,3,1,0.73,1,0
7591,34,Male,IT,Sales Executive,1,3688,10,1,No,30,5,3,3,4,3,0.95,0,0
7592,45,Female,IT,Analyst,3,7594,19,1,No,18,0,4,1,1,1,0.97,1,0
7593,33,Female,IT,Analyst,4,7935,5,0,Yes,7,0,3,1,4,1,0.29,1,1
7594,26,Male,Finance,Engineer,2,11074,12,9,No,15,5,4,3,4,2,0.29,0,1
7595,50,Male,IT,Sales Executive,1,12711,18,5,Yes,30,0,2,3,1,4,0.74,0,0
7596,43,Female,Finance,Analyst,3,2816,2,5,No,5,1,3,3,4,2,0.99,0,0
7597,50,Female,Sales,Manager,4,13424,15,3,No,5,0,2,2,2,2,0.41,0,0
7598,48,Female,Sales,Engineer,5,5866,8,8,Yes,33,6,3,4,4,2,0.19,0,0
7599,51,Male,IT,Sales Executive,3,8188,2,3,No,6,3,4,4,4,1,0.73,0,1
7600,36,Female,IT,Technician,4,13038,18,2,Yes,4,3,3,2,4,1,0.39,1,0
7601,33,Male,IT,Manager,3,2677,14,9,Yes,13,3,1,1,3,2,0.08,0,0
7602,59,Male,Sales,Analyst,4,12446,12,8,Yes,26,4,4,3,1,1,0.75,0,0
7603,55,Female,R&D,Analyst,5,13175,16,0,Yes,20,8,3,4,4,2,0.41,0,1
7604,43,Female,Sales,Analyst,3,4489,7,1,Yes,32,4,3,1,1,3,0.59,0,1
7605,46,Female,IT,Analyst,4,9232,13,0,Yes,32,9,3,3,3,2,0.69,1,0
7606,44,Male,R&D,HR Specialist,1,12506,8,6,No,37,1,2,3,1,3,0.82,0,0
7607,51,Female,R&D,Technician,2,4446,2,0,No,1,7,3,1,1,4,0.62,0,0
7608,37,Female,HR,Engineer,4,3888,8,0,Yes,25,7,2,4,2,3,0.94,1,0
7609,37,Male,Finance,Engineer,4,3720,11,5,No,25,8,2,3,3,1,0.48,0,0
7610,56,Female,IT,Analyst,4,12095,14,5,No,1,3,3,3,2,2,0.53,0,0
7611,45,Female,Finance,Engineer,3,2223,16,4,Yes,3,2,2,4,2,3,0.3,0,1
7612,28,Male,HR,Technician,2,14952,8,3,Yes,39,9,2,4,3,2,0.13,1,0
7613,54,Male,Finance,Manager,3,2934,7,7,Yes,21,5,3,3,1,3,0.63,1,0
7614,27,Male,IT,Manager,4,11504,5,2,Yes,25,0,3,1,4,1,0.29,0,1
7615,39,Male,HR,Consultant,4,3308,8,0,Yes,21,5,2,3,3,1,0.71,0,1
7616,41,Male,Finance,Engineer,2,10417,14,0,Yes,3,4,3,1,1,1,0.62,0,1
7617,38,Female,Sales,Analyst,1,2199,17,4,Yes,29,0,3,4,4,4,0.28,0,0
7618,49,Female,R&D,Sales Executive,3,14791,10,2,Yes,35,5,3,2,1,3,0.56,1,0
7619,47,Male,HR,Technician,1,6106,13,2,Yes,22,2,4,1,3,2,0.99,1,0
7620,54,Female,Sales,Analyst,4,13076,12,1,Yes,23,7,4,3,2,1,0.88,0,0
7621,30,Female,IT,HR Specialist,4,7074,12,8,No,13,2,2,1,2,3,0.42,1,0
7622,50,Male,R&D,Sales Executive,5,12516,12,5,Yes,34,2,3,4,3,2,0.69,0,0
7623,58,Male,HR,Technician,5,5993,15,6,No,23,6,3,4,3,4,0.18,1,0
7624,55,Male,R&D,HR Specialist,1,9072,11,1,Yes,35,0,3,1,1,3,0.01,0,0
7625,49,Female,Marketing,Engineer,5,5933,17,0,No,19,9,2,1,2,2,0.84,0,0
